id,dll_name,dll_path,file_size,md5_hash,interface_type,device_capabilities,communication_protocols,configuration_hints,confidence_score,analysis_method,timestamp
25,Sn3DDentalBoxDet.dll,IntraoralScan/Bin/Sn3DDentalBoxDet.dll,640512,e4b92c454948153518a9243e7f180782,scanner_interface,"[""stream: custreambegincapture_ptsz"", ""sync: cudadevicesynchronize"", ""sync: cudasignalexternalsemaphoresasync_ptsz"", ""sync: cudawaitexternalsemaphoresasync_v2"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""stream: ?release_compound@?$stream_provider@d@aux@v2_mt_nt6@log@boost@@saxpeaustream_compound@12345@@z"", ""buffer: cudad3d9mapvertexbuffer"", ""sync: cudasignalexternalsemaphoresasync_v2"", ""buffer: cudaglmapbufferobjectasync"", ""buffer: cuglsetbufferobjectmapflags"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_n@z"", ""stream: cudaeglstreamconsumerconnectwithflags"", ""sync: cumemprefetchasync_ptsz"", ""stream: custreamwaitevent_ptsz"", ""sync: cudafreeasync_ptsz"", ""buffer: cuglunregisterbufferobject"", ""stream: cudastreamsynchronize"", ""stream: ?_pninc@?$basic_streambuf@du?$char_traits@d@std@@@std@@ieaapeadxz"", ""stream: ??1?$basic_iostream@du?$char_traits@d@std@@@std@@ueaa@xz""]","[""Camera"", ""PCIe"", ""Ethernet"", ""SPI""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded"", ""cudaD3D10GetDevice""]",0.6,string_analysis,2025-08-15 17:23:03
26,Sn3DDentalDesktop.dll,IntraoralScan/Bin/Sn3DDentalDesktop.dll,3327488,027cdce082d77216afbccd985653e8b7,scanner_interface,"[""frame: fusion_all_frame_cylinder_process_leaf_teeth(cws, rts, 0.2, furange, 0.5, btm, pointlineindex, 3)"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""depth: usedepth"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@j@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""calibration: %s, camera calibration file error!"", ""brightness: textfusion_fixbrightness"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz""]","[""Serial"", ""HID"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""featureRegistMeshAutoParam failed"", ""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", "".?AV_Generic_error_category@std@@"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""needLocalErrorCheck"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice""]",0.6,string_analysis,2025-08-15 17:23:03
27,Sn3DDentalGeometryFeatureDet.dll,IntraoralScan/Bin/Sn3DDentalGeometryFeatureDet.dll,1244160,ad5fdd5bb83d5a68fa7dd91969dbb314,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""intrinsic: ?requirevertexlumpedmassmatrix@intrinsicgeometryinterface@surface@geometrycentral@@qeaaxxz""]","[""I2C"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""Error: pBuccalBackLowerOnnxManager initialization failed !"", ""cuD3D10GetDevices"", ""Error: geometry_feature_det please initialize buccal first !"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""Sn3DAlgorithm::Sn3DDentalGeometryFeatureDet::check_mesh"", ""cuD3D9CtxCreateOnDevice""]",0.6,string_analysis,2025-08-15 17:23:03
28,Sn3DDentalMeshParameterize.dll,IntraoralScan/Bin/Sn3DDentalMeshParameterize.dll,16896,4c882a2392edb0333bb98d2a3f098981,scanner_interface,"[""frame: __cxxframehandler3""]",[],"[""Sn3DDentalMeshParameterize.dll"", ""?_Xlength_error@std@@YAXPEBD@Z""]",0.6,string_analysis,2025-08-15 17:23:03
29,Sn3DDentalOral.dll,IntraoralScan/Bin/Sn3DDentalOral.dll,316416,28186eb805d05d8a90be9420686d7405,scanner_interface,"[""frame: add_frame_after_fusion_issuccess_need"", ""buffer: sn3dalgorithm::sn3dslamalgorithm::sn3dslamteethalgorithm::posefusionworke::add_frames_from_buffer"", ""frame: do not matches pointimage frames ="", ""frame: fusion the frames into the back field failed"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@pebx@z"", ""frame: updataframenum"", ""stream: ?release_compound@?$stream_provider@d@aux@v2_mt_nt6@log@boost@@saxpeaustream_compound@12345@@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@h@z"", ""frame: fast regist new frames .."", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ?imbue@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaaxaebvlocale@2@@z"", ""frame: sn3dalgorithm::sn3dslamalgorithm::sn3dslamteethalgorithm::posefusionworke::delete_frames_parallel"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_k@z"", ""gain: pause again..."", ""frame: sn3dalgorithm::sn3dslamalgorithm::sn3dslamteethalgorithm::fusiontrackworker::add_frame_after_fusion"", ""frame: updata frame data to real regist thread"", ""stream: ??1?$basic_streambuf@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?uflow@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ?put@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@d@z"", ""frame: sn3dalgorithm::sn3dslamalgorithm::sn3dslamteethalgorithm::posefusionworke::add_frames_from_buffer""]","[""Camera"", ""Ethernet""]","[""?_Throw_Cpp_error@std@@YAXH@Z"", ""Sn3DAlgorithm::Sn3DSlamAlgorithmManager::Sn3DSlamTeethManager::FusionAlgoManagerTeeth::stop_scan_i"", ""Sn3DScanSlam.dll"", ""fusion_operator fatal error, !pScanData || !_pFusionTrack || !_isIni"", ""Sn3DAlgorithm::Sn3DSlamAlgorithmManager::Sn3DSlamTeethManager::RebuildAlgoManagerJSD::rebuild_pause"", "".?AV_Generic_error_category@std@@"", ""add_frame_after_fusion_failed"", ""Sn3DRegistration.dll"", ""Sn3DAlgorithm::Sn3DSlamAlgorithm::Sn3DSlamTeethAlgorithm::PoseFusionWorke::delete_frame_noisy_points"", ""Current scan status don't reset failed!!!"", ""Sn3DAlgorithm::Sn3DSlamAlgorithm::Sn3DSlamTeethAlgorithm::PoseFusionWorke::switch_scan_fields_ifNeeded"", ""Sn3DDentalOral.dll"", ""Get the fusion handle failed!!"", ""Sn3DAlgorithm::Sn3DSlamAlgorithmManager::Sn3DSlamTeethManager::FusionAlgoManagerTeeth::reset_scan"", ""Sn3DAlgorithm::Sn3DSlamAlgorithm::Sn3DSlamTeethAlgorithm::FusionTrackWorker::add_frame_after_fusion""]",0.6,string_analysis,2025-08-15 17:23:03
30,Sn3DDentalOralCls.dll,IntraoralScan/Bin/Sn3DDentalOralCls.dll,902144,4d13ccdfb66e40dd57356afbaff9f6f1,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz""]","[""Camera"", ""PCIe"", ""Ethernet"", ""SPI""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded"", ""[ERROR]: Dental Mesh Cls process failed""]",0.6,string_analysis,2025-08-15 17:23:03
31,Sn3DDentalRealTimeSemSeg.dll,IntraoralScan/Bin/Sn3DDentalRealTimeSemSeg.dll,975360,6de41bbc3d17f2fc56427bd6f73597d3,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""depth: depthroff_ : %d depthboff_:%d"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""depth: .nv.shared._zn13sn3dalgorithm31depth_normalize_mean_std_kernelepfiidd"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""depth: .nv.constant2._zn13sn3dalgorithm31depth_normalize_mean_std_kernelepfiidd"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2""]","[""Serial"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", "".nv.constant0._ZN13Sn3DAlgorithm16ubgr2frgb_kernelEPhPfii"", ""cudaErrorInvalidValue"", ""[ERROR] Key: %s not in the config file"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", "".nv.info._ZN13Sn3DAlgorithm15set_border_vertIhEEvNS_9Ptr2dNHWCIT_EEPhS2_ii"", ""cuD3D10ResourceGetMappedPitch_v2"", "".nv.info._ZN13Sn3DAlgorithm15set_border_horiIhEEvNS_9Ptr2dNHWCIT_EES2_"", ""cuD3D9CtxCreateOnDevice""]",0.6,string_analysis,2025-08-15 17:23:03
32,Sn3DDigital.dll,IntraoralScan/Bin/Sn3DDigital.dll,7693824,e8b0f60c449a554024de80ce9c972701,scanner_interface,"[""stream: custreambatchmemop"", ""frame: fusion_one_frame failed"", ""sync: cudamemcpyfromarrayasync"", ""resolution: multi_resolution_laser_partition_by_mesh"", ""buffer: cudad3d9mapvertexbuffer"", ""depth: ?swap_in_data@depthimage@sn3dalgorithm@@ueaahxz"", ""exposure: modautoexposure failed, _triviewparmap.size() < 1"", ""depth: v_depth"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""depth: sn3dalgorithm::track::depthfeaturealignalgo::input_whole_cld"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""depth: ??4mfdepthreconparam@sn3dalgorithm@@qeaaaeau01@$$qeau01@@z"", ""frame: _pmarkertrack == nullptr || pscanpar == nullptr, modskiprepeatframepart end..."", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""exposure: exposurepar: lazertype ="", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange""]","[""Serial"", ""HID"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""Sn3DAlgorithm::Sn3DSlamAlgorithm::FusionAlgoMarker::track_operator"", ""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""Sn3DAlgorithm::Fusion::FusionVectorField::load_scan_data"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""Sn3DAlgorithm::Track::DepthFeatureTrackManager::input_fusion_align_data"", ""Sn3DAlgorithm::PoissonReconSplit::arrange_cloud_by_bbox_del"", ""track_operator return, feature align failed"", ""Sn3DAlgorithm::TrackFeatureMod::TrackFeatureMod"", ""cuD3D10GetDevices"", ""Sn3DAlgorithm::Sn3DSlamAlgorithm::FusionAlgoTSDFfeatureNIR100::set_scan_realtime_par"", ""Sn3DAlgorithm::Sn3DSlamAlgorithm::FusionAlgoVectorField::refine_scan_clip_data"", ""cudaD3D9ResourceGetMappedPointer""]",0.6,string_analysis,2025-08-15 17:23:03
33,Sn3DDraco.dll,IntraoralScan/Bin/Sn3DDraco.dll,732160,778ba973ed16059c1776b166ab2bd951,scanner_interface,"[""frame: __cxxframehandler3""]","[""Ethernet""]","[""?_Xlength_error@std@@YAXPEBD@Z"", ""Sn3DDraco.dll"", ""Failed to encode point attributes."", ""Failed to process mesh holes."", ""Failed to decode metadata."", ""Failed to initialize the decoder."", ""Failed to decode geometry data."", ""Failed to initialize encoder."", ""Failed to encode metadata."", ""Failed to compress connectivity."", ""Failed to encode split data."", ""Failed to initialize attribute data."", ""Failed to encode internal data."", ""Failed to encode mesh component."", ""Failed to parse Draco header.""]",0.6,string_analysis,2025-08-15 17:23:03
34,Sn3DFace.dll,IntraoralScan/Bin/Sn3DFace.dll,1089536,cc4d85e3c1a5ec54c261fd73e620ce53,scanner_interface,"[""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""stream: ?release_compound@?$stream_provider@d@aux@v2_mt_nt6@log@boost@@saxpeaustream_compound@12345@@z"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@h@z"", ""stream: ??1?$basic_ostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""frame: numframes"", ""stream: ?imbue@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaaxaebvlocale@2@@z"", ""stream: ?dump@annkd_tree@@ueaaxw4annbool@@aeav?$basic_ostream@du?$char_traits@d@std@@@std@@@z"", ""stream: ?forvar2@checkopmessagebuilder@base@google@@qeaapeav?$basic_ostream@du?$char_traits@d@std@@@std@@xz"", ""frame: filter frames of region"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_k@z"", ""frame: ??0facialkeyframe@sn3dalgorithm@@qeaa@aebv01@@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_n@z"", ""stream: .?av?$basic_ofstream@du?$char_traits@d@std@@@std@@"", ""stream: ??1?$basic_streambuf@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?uflow@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ?put@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@d@z"", ""stream: .?av?$basic_stringstream@du?$char_traits@d@std@@v?$allocator@d@2@@std@@"", ""stream: ?_pninc@?$basic_streambuf@du?$char_traits@d@std@@@std@@ieaapeadxz"", ""stream: ?seekp@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@v?$fpos@u_mbstatet@@@2@@z""]","[""Ethernet"", ""Camera"", ""Serial"", ""SPI""]","[""Sn3DAlgorithm::optimize_marker_reprojection_error"", "".?AV?$AutoDiffCostFunction@UMotionSmoothWin3Error@@$05$03$02$03$02$03$02$0A@$0A@$0A@$0A@@ceres@@"", ""Check failed: dst"", ""error point number!"", ""project3DTo2DPlane"", ""reyeICPError"", ""search 3D landmarks on sparse cloud."", ""Check failed: src"", ""Failed to allocate memory."", ""?remove_all@detail@filesystem@boost@@YA_KAEBVpath@23@PEAVerror_code@system@3@@Z"", ""Sn3DAlgorithm::optimize_marker_reprojection_error_one_frame"", ""?create_directories@detail@filesystem@boost@@YA_NAEBVpath@23@PEAVerror_code@system@3@@Z"", ""Sn3DFace.dll"", ""CameraInParam"", ""optimize_marker_reprojection_error""]",0.6,string_analysis,2025-08-15 17:23:03
35,Sn3DFaceParsing.dll,IntraoralScan/Bin/Sn3DFaceParsing.dll,1699840,4d2cb65a09e7693a81cd38376e4a61f9,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""buffer: __glewbindbuffer"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@""]","[""Camera"", ""PCIe"", ""Ethernet"", ""SPI""]","[""cudaErrorInvalidTextureBinding"", ""Sn3DAlgorithm::Sn3DFaceUnity::fu_initialize"", ""cuD3D9UnmapResources"", ""[FUERROR] Sn3DFaceUnity release DC and RC Failed"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""[ERROR] Sn3DHeadSegManager::process_head_segment"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice""]",0.6,string_analysis,2025-08-15 17:23:03
37,Sn3DFaceUnity.dll,IntraoralScan/Bin/Sn3DFaceUnity.dll,1034240,a1ac4f9d480dc483659e9a8a3e59a02b,scanner_interface,"[""buffer: __glewgenrenderbuffers"", ""buffer: __glewbindbuffer"", ""buffer: __glewbindrenderbuffer"", ""stream: ?release_compound@?$stream_provider@d@aux@v2_mt_nt6@log@boost@@saxpeaustream_compound@12345@@z"", ""stream: ??6?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav01@p6aaeav01@aeav01@@z@z"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_n@z"", ""stream: ?_pninc@?$basic_streambuf@du?$char_traits@d@std@@@std@@ieaapeadxz"", ""stream: ??1?$basic_iostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?_lock@?$basic_streambuf@du?$char_traits@d@std@@@std@@ueaaxxz"", ""buffer: __glewbufferdata"", ""stream: ??1?$basic_istream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?sputn@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaa_jpebd_j@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@p6aaeav01@aeav01@@z@z"", ""frame: __glewgenframebuffers"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: ?sputn@?$basic_streambuf@_wu?$char_traits@_w@std@@@std@@qeaa_jpeb_w_j@z"", ""stream: ?tellg@?$basic_istream@du?$char_traits@d@std@@@std@@qeaa?av?$fpos@u_mbstatet@@@2@xz"", ""buffer: __glewgenbuffers"", ""buffer: __glewdeletebuffers""]","[""Camera"", ""Ethernet"", ""SPI""]","[""Sn3DAlgorithm::Sn3DFaceUnity::fu_initialize"", ""Sn3DAlgorithm::Sn3DFaceUnity::fu_set_type_blinkdec"", ""[FUERROR] Sn3DFaceUnity release DC and RC Failed"", ""Sn3DAlgorithm::Sn3DFaceUnity::fu_set_type_eyerotate"", ""Sn3DAlgorithm::Sn3DFaceUnityRasterizationManager::sn3d_face_unity_rasterization_get_tooth_faceids"", ""[FUINFO] fu_set_type_meshfusion success:"", ""[FUERROR] fu_get_result_einscanface:fu_get_result_landmark failed!"", ""[FUERROR] init_model_render_shader failed"", ""sn3d_face_unity_detection_get_3d_landmarks"", ""[FUERROR] fu_get_result_faceinfo:fu_get_result_landmark failed!"", ""[FUERROR] Input Image Size Not Match!"", ""[FUERROR] sn3d_face_unity_process_for_einscan_face_align sn3d_face_unity_initialize failed!"", ""fuGetSystemErrorString"", ""[FUERROR] Sn3DFaceUnityManager::sn3d_face_unity_initialize failed !"", ""[FUERROR] Please fu_initialize first!""]",0.6,string_analysis,2025-08-15 17:23:03
38,Sn3DGeometricTrackFusion.dll,IntraoralScan/Bin/Sn3DGeometricTrackFusion.dll,3393536,15e5217d62aed886c069cef2db54ef72,scanner_interface,"[""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""resolution: ?getimgresolution@cloudcompactcuda@sn3dgpualgorithm@@qebahxz"", ""sync: cudamemcpy2dtoarrayasync"", ""frame: select_points_with_max_depth_on_frames"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""depth: select_points_with_max_depth_on_frames_frame"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: cudad3d9unregistervertexbuffer"", ""depth: select_points_with_max_depth_on_frames"", ""buffer: ??0movecloudcompactcuda@sn3dgpualgorithm@@qeaa@hhpeavbuffercuda@1@@z"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz""]","[""HID"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""noise_check_when_unstable ICP failed!!!"", ""cudaErrorInvalidTextureBinding"", ""Sn3DAlgorithm::IcpBaseOnCamCuda::CheckOverlapRateAndStableAfterICPTeeth"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""$___ZZN16Sn3DGPUAlgorithm26PlaneDetectMoveCloudKernelEPKNS_10MoveVertexEifNS_10IntrDeviceEPfE6direct_$_2__2227"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", "".text._ZN16Sn3DGPUAlgorithm16ComputeAvgDeviceIfjEEvPT_PT0_"", ""cuD3D10GetDevices"", "".nv.constant0._ZN16Sn3DGPUAlgorithm26PlaneDetectMoveCloudKernelEPKNS_10MoveVertexEifNS_10IntrDeviceEPf"", ""_ZN16Sn3DGPUAlgorithm16ComputeAvgDeviceIfjEEvPT_PT0_"", ""cudaD3D9ResourceGetMappedPointer"", "".nv.info._ZN16Sn3DGPUAlgorithm24PrintUpdateRtFromMatCudaEPNS_13ConvergeStateEPNS_17RigidMatrixDeviceE"", "".nv.shared._Z13GetMatsDevicePKN16Sn3DGPUAlgorithm9FixVertexEPKNS_10MoveVertexENS_10IntrDeviceEsPKNS_17RigidMatrixDeviceEPK6float3iPKNS_8CorrInfoEPKjPfSI_SI_SI_""]",0.6,string_analysis,2025-08-15 17:23:03
